sort,original_column_name,new_column_name,survey_year,Question_ID,category,sub_category,engagement_calculation,subtheme_code,Label
833,WU_NUM13,WU_NUM,2013,,Sensitive Info,Employee Info,,,Unique 15-digit number for lowest level work unit (mutually exclusive)
834,WU_NUM13_POPULATION,WU_NUM_POPULATION,2013,,Sensitive Info,Employee Info,,,Work Unit Population 2013 (provides population count for WU_NUM13)
835,WU_NUM13_RESPONSES,WU_NUM_REPSONSES,2013,,Sensitive Info,Employee Info,,,Work Unit Responses 2013 (provides response count for WU_NUM13)
836,DEPTDESC13,DEPTDESC,2013,,Sensitive Info,Employee Info,,,Department Description 2013 (linked to DEPTID13)
837,DEPTID13,DEPTID,2013,,Sensitive Info,Employee Info,,,Department ID 2013 (linked to DEPTDESC13)
838,DEPTID13_POPULATION,DEPTID_POPULATION,2013,,Exclude,Employee Info,,,Department ID Population 2013 (provides population count for DEPTID13)
839,DEPTID13_RESPONSES,DEPTID_REPSONSES,2013,,Exclude,Employee Info,,,Department ID Responses 2013 (provides response count for DEPTID13)
840,AGE13,AGE,2013,,Sensitive Info,Employee Info,,,Age 2013
841,AGEGRP13,AGEGRP,2013,,BC Stats Background,Employee Info,,,Age Group 2013 (Calculated from AGE13)
842,BESTCITY13,NA,2013,,Exclude,Other,,,Best City 2013 (Improved city variable over WORKCITY13 - used to calculate CITYGRP13 and PSAREGION13)
843,CITYGRP13,CITYGRP,2013,,BC Stats Background,Employee Info,,,City Group 2013 (Calculated from BESTCITY13 - Note that before 2011 this variable was based on WORKCITY)
844,PSAREGION13,PSAREGION,2013,,BC Stats Background,Employee Info,,,PSA Region 2013 (Calculated from BESTCITY13 - Note that before 2011 this variable was based on WORKCITY)
845,GENDER13,GENDER,2013,,BC Stats Background,Employee Info,,,Gender 2013 (as of CHIPS file)
846,CombinedSex13,Sex,2013,,Exclude,Demographic,,,Sex (combined from CombinedSex11 (combined info from WES10 & WES11) & sex1_13 (info from WES13 survey))
847,CombinedAbo13,aboriginal_status,2013,,Sensitive Info,Demographic,,,Aboriginal status (combined from CombinedAbo11 (combined info from WES10 & WES11) & abo1_13 (info from WES13 survey))
848,CombinedVis13,minority_status,2013,,Sensitive Info,Demographic,,,Visible Minority status (combined from CombinedVis11 (combined info from WES10 & WES11) & vis1_13 (info from WES13 survey))
849,CombinedDis13,Disability_status,2013,,Sensitive Info,Demographic,,,Disability status (combined from CombinedDis11 (combined info from WES10 & WES11) & dis1_13 (info from WES13 survey))
850,APPTSTAT13,APPTSTAT,2013,,Exclude,Employee Info,,,Appointment Status 2013
851,UNIONSTATUS13,UNIONSTATUS,2013,,BC Stats Background,Employee Info,,,Union Status 2013 (formerly GROUPS##)
852,CLASSCODE13,CLASSCODE,2013,,BC Stats Background,Employee Info,,,Class Code 2013 (Actually Job Code - linked to CLASSDESC13 and CLASSTITLE13)
853,CLASSTITLE13,CLASSTITLE,2013,,BC Stats Background,Employee Info,,,Class Title 2013 (text aggregation of CLASSCODE13)
854,WESJOBCLASGRP13,WESJOBCLASGRP,2013,,BC Stats Background,Employee Info,,,WES Job Class Group 2013
855,REGHOURS13,REGHOURS,2013,,BC Stats Background,Employee Info,,,Weekly Salaried Hours 2013 (for employees that work a pre-determined salaried work schedule - those who don't show a value of 1.88)
856,CURPOSDESC13,CURPOSDESC,2013,,Sensitive Info,Employee Info,,,Current Position Description 2013 (similar to BUSTITLE13)
857,CURPOSNUM13,CURPOSNUM,2013,,Sensitive Info,Employee Info,,,"Current Position Number 2013 (position number as at Aug 1, 2013)"
858,BASPOSNUM13,NA,2013,,Sensitive Info,Other,,,"Base Position Number 2013 (position number associated with the position an employee ""owns"" - differs from CURPOSNUM13 if employee is on a TA)"
859,CURSUPID13,CURSUPID,2013,,Sensitive Info,Employee Info,,,"Current Supervisors ID 2013 (Used to link a direct report's data with their supervisors - data quality not great, but good enough)"
860,SUPERVISEES13,SUPERVISEES,2013,,BC Stats Background,Employee Info,,,Supervisees 2013 (provides a count of how many supervisees a supervisor is responsible for)
861,SRVCDT13,SRVCDT,2013,,Sensitive Info,Employee Info,,,Service Date 2013 (first date in current benefit program)
862,SRVCYRS13,SRVCYRS,2013,,BC Stats Background,Employee Info,,,Service Years 2013 (Calculated from SRVCDT13)
863,SRVCYRS_GRP13,NA,2013,,Exclude,Other,,,Service Year Group 2013 (Calculated from SRVCYRS13)
903,Q2592_06_13,Q46,2013,Q2592_06,Raw Survey Question,My Development and Performance,,,I have opportunities for career growth within the BC Public Service.
1049,Q2592_06_15,Q46,2015,Q2592_06,Raw Survey Question,My Development and Performance,,,I have opportunities for career growth within the BC Public Service.
1207,Q2592_06_18,Q46,2018,Q2592_06,Raw Survey Question,My Development and Performance,,14,I have opportunities for career growth within the BC Public Service.
1050,Q9651_15_15,Q47,2015,Q9651_15,Raw Survey Question,My Development and Performance,,,The person I report to provides the feedback I need to do my job well.
1208,Q9651_15_18,Q47,2018,Q9651_15,Raw Survey Question,My Development and Performance,,12,The person I report to provides the feedback I need to do my job well.
1051,Q2151_15_15,Q48,2015,Q2151_15,Raw Survey Question,My Development and Performance,,,The person I report to provides the support I need to help me achieve my long-term career goals.
1209,Q2151_15_18,Q48,2018,Q2151_15,Raw Survey Question,My Development and Performance,,12,The person I report to provides the support I need to help me achieve my long-term career goals.
871,Q5335_06_13,NA,2013,Q5335_06,Exclude,Outdated Survey Question/Calc,,,I am encouraged to be innovative in my work.
99,cow1_207,Q49,2007,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,,"cow1_2 2007: [TEAMWORK B] When needed, members of my team help me get the job done."
237,cow1_108,Q49,2008,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,,"cow1_1 2008: [TEAMWORK B] When needed, members of my team help me get the job done."
380,cow1_109,Q49,2009,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,,"cow1_1 2009: [TEAMWORK B] When needed, members of my team help me get the job done."
543,cow1_110,Q49,2010,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,,"cow1_1 2010: [TEAMWORK R] When needed, members of my team help me get the job done."
721,cow1_111,Q49,2011,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,,"cow1_1 2011: [TEAMWORK B] When needed, members of my team help me get the job done."
908,Q8179_04_13,Q49,2013,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,,"When needed, members of my team help me get the job done."
1052,Q8179_04_15,Q49,2015,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,,"When needed, members of my team help me get the job done."
1210,Q8179_04_18,Q49,2018,Q8179_04,Raw Survey Question,My Co-workers,Teamwork,81,"When needed, members of my team help me get the job done."
1053,Q5650_15_15,Q50,2015,Q5650_15,Raw Survey Question,My Co-workers,,,I am treated respectfully at work.
1211,Q5650_15_18,Q50,2018,Q5650_15,Raw Survey Question,My Co-workers,,34,I am treated respectfully at work.
101,cow1_407,Q51,2007,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,,cow1_4 2007: [TEAMWORK B] Members of my team communicate effectively with each other.
239,cow1_308,Q51,2008,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,,cow1_3 2008: [TEAMWORK B] Members of my team communicate effectively with each other.
382,cow1_309,Q51,2009,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,,cow1_3 2009: [TEAMWORK B] Members of my team communicate effectively with each other.
545,cow1_310,Q51,2010,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,,cow1_3 2010: [TEAMWORK R] Members of my team communicate effectively with each other.
886,Q8072_04_13,NA,2013,Q8072_04,Exclude,Outdated Survey Question/Calc,,,I am proud of the work I do.
887,Q1657_08_13,NA,2013,Q1657_08,Exclude,Outdated Survey Question/Calc,,,My workplace procedures allow me to use my time as effectively as possible.
888,Q1042_11_13,NA,2013,Q1042_11,Exclude,Outdated Survey Question/Calc,,,"I regularly participate in activities that are not necessarily expected of me, to help my organization succeed."
723,cow1_311,Q51,2011,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,,cow1_3 2011: [TEAMWORK B] Members of my team communicate effectively with each other.
910,Q8355_04_13,Q51,2013,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,,Members of my team communicate effectively with each other.
1054,Q8355_04_15,Q51,2015,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,,Members of my team communicate effectively with each other.
1212,Q8355_04_18,Q51,2018,Q8355_04,Raw Survey Question,My Co-workers,Teamwork,81,Members of my team communicate effectively with each other.
102,cow1_507,Q52,2007,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,,cow1_5 2007: [TEAMWORK B] I have positive working relationships with my co-workers.
240,cow1_408,Q52,2008,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,,cow1_4 2008: [TEAMWORK B] I have positive working relationships with my co-workers.
383,cow1_409,Q52,2009,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,,cow1_4 2009: [TEAMWORK B] I have positive working relationships with my co-workers.
896,Q3894_04_13,NA,2013,Q3894_04,Exclude,Outdated Survey Question/Calc,,,The physical security of my workplace is satisfactory.
897,Q4725_06_13,NA,2013,Q4725_06,Exclude,Outdated Survey Question/Calc,,,I have the information I need to do my job well.
546,cow1_410,Q52,2010,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,,cow1_4 2010: [TEAMWORK R]I have positive working relationships with my co-workers.
724,cow1_411,Q52,2011,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,,cow1_4 2011: [TEAMWORK B] I have positive working relationships with my co-workers.
911,Q4882_06_13,Q52,2013,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,,I have positive working relationships with my co-workers.
1055,Q4882_06_15,Q52,2015,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,,I have positive working relationships with my co-workers.
1213,Q4882_06_18,Q52,2018,Q4882_06,Raw Survey Question,My Co-workers,Teamwork,33,I have positive working relationships with my co-workers.
105,pers1_307,Q53,2007,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_3 2007: [NON-MODEL] The person I report to provides clear expectations regarding my work.
904,Q1092_11_13,NA,2013,Q1092_11,Exclude,Outdated Survey Question/Calc,,,I receive the amount of feedback and support I need from the person I report to.
905,Q3591_11_13,NA,2013,Q3591_11,Exclude,Outdated Survey Question/Calc,,,I receive the quality of feedback and support I need from the person I report to.
906,Q7111_13_13,NA,2013,Q7111_13,Exclude,Outdated Survey Question/Calc,,,MyPerformance helps me achieve my key work goals.
907,Q6892_13_13,NA,2013,Q6892_13,Exclude,Outdated Survey Question/Calc,,,MyPerformance helps me achieve my career goals.
242,pers1_208,Q53,2008,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_2 2008: [NON-MODEL] The person I report to provides clear expectations regarding my work.
909,Q6887_04_13,NA,2013,Q6887_04,Exclude,Outdated Survey Question/Calc,,,My ideas are respected by others in my work unit.
385,pers1_209,Q53,2009,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_2 2009: [NON-MODEL] The person I report to provides clear expectations regarding my work.
548,pers1_210,Q53,2010,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_2 2010: [NON-MODEL] The person I report to provides clear expectations regarding my work.
725,pers1_111,Q53,2011,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_1 2011: [SUPERVISORY LEVEL MANAGEMENT B] The person I report to provides clear expectations regarding my work.
912,Q8227_06_13,Q53,2013,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,The person I report to provides clear expectations regarding my work.
1056,Q8227_06_15,Q53,2015,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,The person I report to provides clear expectations regarding my work.
915,Q7942_13_13,NA,2013,,Exclude,Outdated Survey Question/Calc,,,"** As a quality check, please select response option N/A for this question. **"
916,Q2785_04_13,NA,2013,Q2785_04,Exclude,Outdated Survey Question/Calc,,,The person I report to is an effective manager.
1214,Q8227_06_18,Q53,2018,Q8227_06,Raw Survey Question,The Person I Report to,Supervisory_Level,84,The person I report to provides clear expectations regarding my work.
106,pers1_407,Q54,2007,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_4 2007: [SUPERVISORY LEVEL B] The person I report to consults me on decisions that affect me.
243,pers1_308,Q54,2008,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_3 2008: [SUPERVISORY LEVEL B] The person I report to consults me on decisions that affect me.
386,pers1_309,Q54,2009,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_3 2009: [SUPERVISORY LEVEL B] The person I report to consults me on decisions that affect me.
549,pers1_310,Q54,2010,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_3 2010: [SUPERVISORY LEVEL R] The person I report to consults me on decisions that affect me.
726,pers1_211,Q54,2011,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_2 2011: [SUPERVISORY LEVEL MANAGEMENT B] The person I report to consults me on decisions that affect me.
913,Q1266_06_13,Q54,2013,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,The person I report to consults me on decisions that affect me.
1057,Q1266_06_15,Q54,2015,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,The person I report to consults me on decisions that affect me.
1215,Q1266_06_18,Q54,2018,Q1266_06,Raw Survey Question,The Person I Report to,Supervisory_Level,72,The person I report to consults me on decisions that affect me.
107,pers1_507,Q55,2007,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_5 2007: [SUPERVISORY LEVEL B] The person I report to keeps me informed of things I need to know.
244,pers1_408,Q55,2008,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_4 2008: [SUPERVISORY LEVEL B] The person I report to keeps me informed of things I need to know.
387,pers1_409,Q55,2009,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_4 2009: [SUPERVISORY LEVEL B] The person I report to keeps me informed of things I need to know.
550,pers1_410,Q55,2010,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_4 2010: [SUPERVISORY LEVEL R] The person I report to keeps me informed of things I need to know.
727,pers1_311,Q55,2011,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,pers1_3 2011: [SUPERVISORY LEVEL MANAGEMENT B] The person I report to keeps me informed of things I need to know.
914,Q4234_06_13,Q55,2013,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,The person I report to keeps me informed of things I need to know.
1058,Q4234_06_15,Q55,2015,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,,The person I report to keeps me informed of things I need to know.
1216,Q4234_06_18,Q55,2018,Q4234_06,Raw Survey Question,The Person I Report to,Supervisory_Level,84,The person I report to keeps me informed of things I need to know.
1059,Q9806_15_15,Q56,2015,Q9806_15,Raw Survey Question,The Person I Report to,Supervisory_Level,,I feel I am able to have a conversation with the person I report to when I need their perspective or advice.
1217,Q9806_15_18,Q56,2018,Q9806_15,Raw Survey Question,The Person I Report to,Supervisory_Level,84,I feel I am able to have a conversation with the person I report to when I need their perspective or advice.
917,Q6979_13_13,Q57,2013,Q6979_13,Raw Survey Question,The Person I Report to,Supervisory_Level,,The person I report to leads with an understanding of others' perspectives.
